Tue Nov 27 01:38:56 -02 2018
k=6 min=6 exploredSolutions=1 branchedSolutions=0 limitsChecked=47
k=6 min=6 exploredSolutions=32400000 branchedSolutions=553531826 limitsChecked=365565522
k=6 min=6 exploredSolutions=32500000 branchedSolutions=554588529 limitsChecked=366354324
k=6 min=6 exploredSolutions=32600000 branchedSolutions=555642202 limitsChecked=367143118
k=6 min=6 exploredSolutions=32700000 branchedSolutions=556666237 limitsChecked=367931896
k=6 min=6 exploredSolutions=32800000 branchedSolutions=557711046 limitsChecked=368720690
k=6 min=6 exploredSolutions=32900000 branchedSolutions=558755871 limitsChecked=369509490
k=6 min=6 exploredSolutions=33000000 branchedSolutions=559779909 limitsChecked=370298270
k=6 min=6 exploredSolutions=33100000 branchedSolutions=560803993 limitsChecked=371087068
k=6 min=6 exploredSolutions=33200000 branchedSolutions=561828045 limitsChecked=371875854
k=6 min=6 exploredSolutions=33300000 branchedSolutions=562872820 limitsChecked=372664634
k=6 min=6 exploredSolutions=33400000 branchedSolutions=563917639 limitsChecked=373453432
k=6 min=6 exploredSolutions=33500000 branchedSolutions=564957259 limitsChecked=374242224
k=6 min=6 exploredSolutions=33600000 branchedSolutions=566007245 limitsChecked=375031014
k=6 min=6 exploredSolutions=33700000 branchedSolutions=567031302 limitsChecked=375819802
k=6 min=6 exploredSolutions=33800000 branchedSolutions=568055391 limitsChecked=376608602
k=6 min=6 exploredSolutions=33900000 branchedSolutions=569079430 limitsChecked=377397382
k=6 min=6 exploredSolutions=34000000 branchedSolutions=570103499 limitsChecked=378186174
k=6 min=6 exploredSolutions=34100000 branchedSolutions=571127552 limitsChecked=378974960
k=6 min=6 exploredSolutions=34200000 branchedSolutions=572151604 limitsChecked=379763746
k=6 min=6 exploredSolutions=34300000 branchedSolutions=573175687 limitsChecked=380552544
k=6 min=6 exploredSolutions=34400000 branchedSolutions=574199737 limitsChecked=381341328
k=6 min=6 exploredSolutions=34500000 branchedSolutions=575223806 limitsChecked=382130120
k=6 min=6 exploredSolutions=34600000 branchedSolutions=576247878 limitsChecked=382918914
k=6 min=6 exploredSolutions=34700000 branchedSolutions=577271932 limitsChecked=383707700
k=6 min=6 exploredSolutions=34800000 branchedSolutions=578316737 limitsChecked=384496492
k=6 min=6 exploredSolutions=34900000 branchedSolutions=579361552 limitsChecked=385285288
k=6 min=6 exploredSolutions=35000000 branchedSolutions=580403958 limitsChecked=386074068
k=6 min=6 exploredSolutions=35100000 branchedSolutions=581451130 limitsChecked=386862860
k=6 min=6 exploredSolutions=35200000 branchedSolutions=582475209 limitsChecked=387651656
k=6 min=6 exploredSolutions=35300000 branchedSolutions=583499257 limitsChecked=388440440
k=6 min=6 exploredSolutions=35400000 branchedSolutions=584523325 limitsChecked=389229232
k=6 min=6 exploredSolutions=35500000 branchedSolutions=585568068 limitsChecked=390018012
k=6 min=6 exploredSolutions=35600000 branchedSolutions=586612926 limitsChecked=390806812
k=6 min=6 exploredSolutions=35700000 branchedSolutions=587636983 limitsChecked=391595600
k=6 min=6 exploredSolutions=35800000 branchedSolutions=588686252 limitsChecked=392384386
k=6 min=6 exploredSolutions=35900000 branchedSolutions=589884529 limitsChecked=393228549
k=6 min=6 exploredSolutions=36000000 branchedSolutions=590908773 limitsChecked=394017425
k=6 min=6 exploredSolutions=36100000 branchedSolutions=591933045 limitsChecked=394806311
k=6 min=6 exploredSolutions=36200000 branchedSolutions=592957323 limitsChecked=395595201
k=6 min=6 exploredSolutions=36300000 branchedSolutions=593981579 limitsChecked=396384081
k=6 min=6 exploredSolutions=36400000 branchedSolutions=595005845 limitsChecked=397172965
k=6 min=6 exploredSolutions=36500000 branchedSolutions=596030116 limitsChecked=397961851
k=6 min=6 exploredSolutions=36600000 branchedSolutions=597054400 limitsChecked=398750743
k=6 min=6 exploredSolutions=36700000 branchedSolutions=598078651 limitsChecked=399539621
k=6 min=6 exploredSolutions=36800000 branchedSolutions=599102911 limitsChecked=400328503
k=6 min=6 exploredSolutions=36900000 branchedSolutions=600127199 limitsChecked=401117397
k=6 min=6 exploredSolutions=37000000 branchedSolutions=601151466 limitsChecked=401906281
k=6 min=6 exploredSolutions=37100000 branchedSolutions=602175726 limitsChecked=402695163
k=6 min=6 exploredSolutions=37200000 branchedSolutions=603199972 limitsChecked=403484039
k=6 min=6 exploredSolutions=37300000 branchedSolutions=604224256 limitsChecked=404272931
k=6 min=6 exploredSolutions=37400000 branchedSolutions=605248537 limitsChecked=405061821
k=6 min=6 exploredSolutions=37500000 branchedSolutions=606272788 limitsChecked=405850699
k=6 min=6 exploredSolutions=37600000 branchedSolutions=607297083 limitsChecked=406639595
k=6 min=6 exploredSolutions=37700000 branchedSolutions=608321348 limitsChecked=407428479
k=6 min=6 exploredSolutions=37800000 branchedSolutions=609345572 limitsChecked=408217347
k=6 min=6 exploredSolutions=37900000 branchedSolutions=610369858 limitsChecked=409006239
k=6 min=6 exploredSolutions=38000000 branchedSolutions=611394142 limitsChecked=409795131
k=6 min=6 exploredSolutions=38100000 branchedSolutions=612418404 limitsChecked=410584013
k=6 min=6 exploredSolutions=38200000 branchedSolutions=613442669 limitsChecked=411372897
k=6 min=6 exploredSolutions=38300000 branchedSolutions=614466958 limitsChecked=412161791
k=6 min=6 exploredSolutions=38400000 branchedSolutions=615491209 limitsChecked=412950669
k=6 min=6 exploredSolutions=38500000 branchedSolutions=616515475 limitsChecked=413739553
k=6 min=6 exploredSolutions=38600000 branchedSolutions=617539731 limitsChecked=414528433
k=6 min=6 exploredSolutions=38700000 branchedSolutions=618564009 limitsChecked=415317323
k=6 min=6 exploredSolutions=38800000 branchedSolutions=619588274 limitsChecked=416106207
k=6 min=6 exploredSolutions=38900000 branchedSolutions=620612535 limitsChecked=416895089
k=6 min=6 exploredSolutions=39000000 branchedSolutions=621636820 limitsChecked=417683981
k=6 min=6 exploredSolutions=39100000 branchedSolutions=622661085 limitsChecked=418472865
k=6 min=6 exploredSolutions=39200000 branchedSolutions=623685357 limitsChecked=419261751
k=6 min=6 exploredSolutions=39300000 branchedSolutions=624709630 limitsChecked=420050639
k=6 min=6 exploredSolutions=39400000 branchedSolutions=625733896 limitsChecked=420839523
k=6 min=6 exploredSolutions=39500000 branchedSolutions=626758147 limitsChecked=421628401
k=6 min=6 exploredSolutions=39600000 branchedSolutions=627782401 limitsChecked=422417281
k=6 min=6 exploredSolutions=39700000 branchedSolutions=628806701 limitsChecked=423206179
k=6 min=6 exploredSolutions=39800000 branchedSolutions=629830951 limitsChecked=423995057
k=6 min=6 exploredSolutions=39900000 branchedSolutions=630855261 limitsChecked=424783958
k=6 min=6 exploredSolutions=40000000 branchedSolutions=631879549 limitsChecked=425572852
k=6 min=6 exploredSolutions=40100000 branchedSolutions=632903815 limitsChecked=426361736
k=6 min=6 exploredSolutions=40200000 branchedSolutions=633928075 limitsChecked=427150618
k=6 min=6 exploredSolutions=40300000 branchedSolutions=634952336 limitsChecked=427939500
k=6 min=6 exploredSolutions=40400000 branchedSolutions=635976624 limitsChecked=428728394
k=6 min=6 exploredSolutions=40500000 branchedSolutions=637000877 limitsChecked=429517274
k=6 min=6 exploredSolutions=40600000 branchedSolutions=638025149 limitsChecked=430306160
k=6 min=6 exploredSolutions=40700000 branchedSolutions=639049437 limitsChecked=431095054
k=6 min=6 exploredSolutions=40800000 branchedSolutions=640073697 limitsChecked=431883936
k=6 min=6 exploredSolutions=40900000 branchedSolutions=641097952 limitsChecked=432672816
k=6 min=6 exploredSolutions=41000000 branchedSolutions=642122233 limitsChecked=433461706
k=6 min=6 exploredSolutions=41100000 branchedSolutions=643146521 limitsChecked=434250600
k=6 min=6 exploredSolutions=41200000 branchedSolutions=644170777 limitsChecked=435039480
k=6 min=6 exploredSolutions=41300000 branchedSolutions=645195036 limitsChecked=435828362
k=6 min=6 exploredSolutions=41400000 branchedSolutions=646219325 limitsChecked=436617256
k=6 min=6 exploredSolutions=41500000 branchedSolutions=647243596 limitsChecked=437406142
k=6 min=6 exploredSolutions=41600000 branchedSolutions=648267865 limitsChecked=438195028
k=6 min=6 exploredSolutions=41700000 branchedSolutions=649292117 limitsChecked=438983906
k=6 min=6 exploredSolutions=41800000 branchedSolutions=650316400 limitsChecked=439772798
k=6 min=6 exploredSolutions=41900000 branchedSolutions=651340680 limitsChecked=440561688
k=6 min=6 exploredSolutions=42000000 branchedSolutions=652364930 limitsChecked=441350566
k=6 min=6 exploredSolutions=42100000 branchedSolutions=653389235 limitsChecked=442139466
k=6 min=6 exploredSolutions=42200000 branchedSolutions=654413494 limitsChecked=442928348
k=6 min=6 exploredSolutions=42300000 branchedSolutions=655437733 limitsChecked=443717222
k=6 min=6 exploredSolutions=42400000 branchedSolutions=656462037 limitsChecked=444506122
k=6 min=6 exploredSolutions=42500000 branchedSolutions=657486297 limitsChecked=445295004
k=6 min=6 exploredSolutions=42600000 branchedSolutions=658510563 limitsChecked=446083888
k=6 min=6 exploredSolutions=42700000 branchedSolutions=659534822 limitsChecked=446872770
k=6 min=6 exploredSolutions=42800000 branchedSolutions=660559138 limitsChecked=447661674
k=6 min=6 exploredSolutions=42900000 branchedSolutions=661583383 limitsChecked=448450550
k=6 min=6 exploredSolutions=43000000 branchedSolutions=662607648 limitsChecked=449239434
k=6 min=6 exploredSolutions=43100000 branchedSolutions=663631941 limitsChecked=450028330
k=6 min=6 exploredSolutions=43200000 branchedSolutions=664656186 limitsChecked=450817206
k=6 min=6 exploredSolutions=43300000 branchedSolutions=665680466 limitsChecked=451606096
k=6 min=6 exploredSolutions=43400000 branchedSolutions=666704716 limitsChecked=452394974
k=6 min=6 exploredSolutions=43500000 branchedSolutions=667729000 limitsChecked=453183866
k=6 min=6 exploredSolutions=43600000 branchedSolutions=668753275 limitsChecked=453972754
k=6 min=6 exploredSolutions=43700000 branchedSolutions=669777546 limitsChecked=454761640
k=6 min=6 exploredSolutions=43800000 branchedSolutions=670801829 limitsChecked=455550532
k=6 min=6 exploredSolutions=43900000 branchedSolutions=671826094 limitsChecked=456339416
k=6 min=6 exploredSolutions=44000000 branchedSolutions=672850345 limitsChecked=457128294
k=6 min=6 exploredSolutions=44100000 branchedSolutions=673874603 limitsChecked=457917176
k=6 min=6 exploredSolutions=44200000 branchedSolutions=674898902 limitsChecked=458706074
k=6 min=6 exploredSolutions=44300000 branchedSolutions=675923196 limitsChecked=459494968
k=6 min=6 exploredSolutions=44400000 branchedSolutions=676947461 limitsChecked=460283852
k=6 min=6 exploredSolutions=44500000 branchedSolutions=677971754 limitsChecked=461072748
k=6 min=6 exploredSolutions=44600000 branchedSolutions=678996020 limitsChecked=461861632
k=6 min=6 exploredSolutions=44700000 branchedSolutions=680020284 limitsChecked=462650516
k=6 min=6 exploredSolutions=44800000 branchedSolutions=681044555 limitsChecked=463439402
k=6 min=6 exploredSolutions=44900000 branchedSolutions=682068843 limitsChecked=464228296
k=6 min=6 exploredSolutions=45000000 branchedSolutions=683093106 limitsChecked=465017180
k=6 min=6 exploredSolutions=45100000 branchedSolutions=684117372 limitsChecked=465806064
k=6 min=6 exploredSolutions=45200000 branchedSolutions=685141665 limitsChecked=466594960
k=6 min=6 exploredSolutions=45300000 branchedSolutions=686165940 limitsChecked=467383848
k=6 min=6 exploredSolutions=45400000 branchedSolutions=687190200 limitsChecked=468172730
k=6 min=6 exploredSolutions=45500000 branchedSolutions=688214509 limitsChecked=468961632
k=6 min=6 exploredSolutions=45600000 branchedSolutions=689238758 limitsChecked=469750510
k=6 min=6 exploredSolutions=45700000 branchedSolutions=690263029 limitsChecked=470539396
k=6 min=6 exploredSolutions=45800000 branchedSolutions=691287303 limitsChecked=471328284
k=6 min=6 exploredSolutions=45900000 branchedSolutions=692311580 limitsChecked=472117174
k=6 min=6 exploredSolutions=46000000 branchedSolutions=693335861 limitsChecked=472906064
k=6 min=6 exploredSolutions=46100000 branchedSolutions=694360120 limitsChecked=473694946
k=6 min=6 exploredSolutions=46200000 branchedSolutions=695384424 limitsChecked=474483846
k=6 min=6 exploredSolutions=46300000 branchedSolutions=696408723 limitsChecked=475272743
k=6 min=6 exploredSolutions=46400000 branchedSolutions=697432993 limitsChecked=476061629
k=6 min=6 exploredSolutions=46500000 branchedSolutions=698457253 limitsChecked=476850511
k=6 min=6 exploredSolutions=46600000 branchedSolutions=699481542 limitsChecked=477639405
k=6 min=6 exploredSolutions=46700000 branchedSolutions=700505817 limitsChecked=478428293
k=6 min=6 exploredSolutions=46800000 branchedSolutions=701530056 limitsChecked=479217167
k=6 min=6 exploredSolutions=46900000 branchedSolutions=702554350 limitsChecked=480006063
k=6 min=6 exploredSolutions=47000000 branchedSolutions=703578619 limitsChecked=480794949
k=6 min=6 exploredSolutions=47100000 branchedSolutions=704602876 limitsChecked=481583829
k=6 min=6 exploredSolutions=47200000 branchedSolutions=705627145 limitsChecked=482372715
k=6 min=6 exploredSolutions=47300000 branchedSolutions=706651444 limitsChecked=483161613
k=6 min=6 exploredSolutions=47400000 branchedSolutions=707675684 limitsChecked=483950487
k=6 min=6 exploredSolutions=47500000 branchedSolutions=708699971 limitsChecked=484739379
k=6 min=6 exploredSolutions=47600000 branchedSolutions=709724254 limitsChecked=485528271
k=6 min=6 exploredSolutions=47700000 branchedSolutions=710748508 limitsChecked=486317151
k=6 min=6 exploredSolutions=47800000 branchedSolutions=711772789 limitsChecked=487106041
k=6 min=6 exploredSolutions=47900000 branchedSolutions=712797029 limitsChecked=487894915
k=6 min=6 exploredSolutions=48000000 branchedSolutions=713821323 limitsChecked=488683811
k=6 min=6 exploredSolutions=48100000 branchedSolutions=714845582 limitsChecked=489472693
k=6 min=6 exploredSolutions=48200000 branchedSolutions=715869864 limitsChecked=490261583
k=6 min=6 exploredSolutions=48300000 branchedSolutions=716894147 limitsChecked=491050475
k=6 min=6 exploredSolutions=48400000 branchedSolutions=717918417 limitsChecked=491839361
k=6 min=6 exploredSolutions=48500000 branchedSolutions=718942667 limitsChecked=492628239
k=6 min=6 exploredSolutions=48600000 branchedSolutions=719966922 limitsChecked=493417119
k=6 min=6 exploredSolutions=48700000 branchedSolutions=720991226 limitsChecked=494206019
k=6 min=6 exploredSolutions=48800000 branchedSolutions=722015486 limitsChecked=494994901
k=6 min=6 exploredSolutions=48900000 branchedSolutions=723039757 limitsChecked=495783787
k=6 min=6 exploredSolutions=49000000 branchedSolutions=724064040 limitsChecked=496572679
k=6 min=6 exploredSolutions=49100000 branchedSolutions=725088306 limitsChecked=497361563
k=6 min=6 exploredSolutions=49200000 branchedSolutions=726112565 limitsChecked=498150445
k=6 min=6 exploredSolutions=49300000 branchedSolutions=727136865 limitsChecked=498939343
k=6 min=6 exploredSolutions=49400000 branchedSolutions=728161120 limitsChecked=499728223
k=6 min=6 exploredSolutions=49500000 branchedSolutions=729185368 limitsChecked=500517101
k=6 min=6 exploredSolutions=49600000 branchedSolutions=730209634 limitsChecked=501305985
k=6 min=6 exploredSolutions=49700000 branchedSolutions=731233934 limitsChecked=502094883
k=6 min=6 exploredSolutions=49800000 branchedSolutions=732258199 limitsChecked=502883767
k=6 min=6 exploredSolutions=49900000 branchedSolutions=733282459 limitsChecked=503672649
k=6 min=6 exploredSolutions=50000000 branchedSolutions=734306753 limitsChecked=504461545
k=6 min=6 exploredSolutions=50100000 branchedSolutions=735331023 limitsChecked=505250431
k=6 min=6 exploredSolutions=50200000 branchedSolutions=736355274 limitsChecked=506039309
k=6 min=6 exploredSolutions=50300000 branchedSolutions=737379538 limitsChecked=506828193
k=6 min=6 exploredSolutions=50400000 branchedSolutions=738403821 limitsChecked=507617085
k=6 min=6 exploredSolutions=50500000 branchedSolutions=739428087 limitsChecked=508405969
k=6 min=6 exploredSolutions=50600000 branchedSolutions=740452356 limitsChecked=509194855
k=6 min=6 exploredSolutions=50700000 branchedSolutions=741476640 limitsChecked=509983747
k=6 min=6 exploredSolutions=50800000 branchedSolutions=742500930 limitsChecked=510772639
